source_path,relative_input_path,filename,rating,final_genre,review_status,model_1st,model_1st_conf,model_2nd,model_2nd_conf,title,is_blurry,exposure,objects_detected,caption,ocr_text,evidence_log
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-164.jpg,test2024-164.jpg,test2024-164.jpg,1,Travel & Architecture,review,Travel & Architecture,0.4283,Street Documentary,0.3916,There is a man that is standing in front of a window.,yes,under,,there is a man that is standing in front of a window,,"{""architecture_boost"": 0.09, ""street_demote_architecture"": 0.14500000000000002, ""rule_top1_preferred"": ""Other Photography""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-165.jpg,test2024-165.jpg,test2024-165.jpg,3,Events & Music,auto,Events & Music,0.9394,Street Documentary,0.0542,There is a blurry photo of a man playing a guitar.,yes,normal,person; person; person; person,there is a blurry photo of a man playing a guitar,,"{""music_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-166.jpg,test2024-166.jpg,test2024-166.jpg,4,Events & Music,auto,Events & Music,0.9905,Branding & Portrait,0.0063,There is a man that is playing a guitar in front of a microphone.,no,normal,person; person; boat,there is a man that is playing a guitar in front of a microphone,,"{""music_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-167.jpg,test2024-167.jpg,test2024-167.jpg,3,Events & Music,auto,Events & Music,0.9808,Branding & Portrait,0.0157,There is a black and white photo of a man playing a guitar.,no,normal,person,there is a black and white photo of a man playing a guitar,,"{""music_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-168.jpg,test2024-168.jpg,test2024-168.jpg,1,Branding & Portrait,review,Branding & Portrait,0.7869,Events & Music,0.1298,Woman holding up a cell phone to take a picture of herself.,yes,under,person,woman holding up a cell phone to take a picture of herself,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-169.jpg,test2024-169.jpg,test2024-169.jpg,4,Events & Music,auto,Events & Music,0.9849,Street Documentary,0.0108,There is a man that is playing a guitar in front of a microphone.,no,normal,person; person,there is a man that is playing a guitar in front of a microphone,,"{""music_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-170.jpg,test2024-170.jpg,test2024-170.jpg,1,Events & Music,review,Events & Music,0.5074,Branding & Portrait,0.3323,There is a man that has a tattoo on his chest.,yes,under,person; person,there is a man that has a tattoo on his chest,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-171.jpg,test2024-171.jpg,test2024-171.jpg,2,Events & Music,auto,Events & Music,0.9966,Branding & Portrait,0.0031,There is a man with a hat playing a guitar on stage.,yes,normal,person,there is a man with a hat playing a guitar on stage,,"{""music_boost"": 0.12, ""music_context_boost"": 0.06}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-172.jpg,test2024-172.jpg,test2024-172.jpg,1,Events & Music,auto,Events & Music,0.9943,Branding & Portrait,0.0053,There is a man that is holding a microphone in his hand.,yes,under,person,there is a man that is holding a microphone in his hand,,"{""music_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-173.jpg,test2024-173.jpg,test2024-173.jpg,1,Events & Music,auto,Events & Music,0.9996,Branding & Portrait,0.0004,Woman in purple and gold outfit singing into microphone on stage.,no,under,person,woman in purple and gold outfit singing into microphone on stage,,"{""music_boost"": 0.12, ""music_context_boost"": 0.06}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-174.jpg,test2024-174.jpg,test2024-174.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.9366,Street Documentary,0.0545,There is a man in a red hoodie reading a book.,yes,normal,person,there is a man in a red hoodie reading a book,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-175.jpg,test2024-175.jpg,test2024-175.jpg,1,Branding & Portrait,review,Branding & Portrait,0.5539,Food & Product,0.2773,There are two figurines sitting on a shelf in front of a tv.,yes,under,,there are two figurines sitting on a shelf in front of a tv,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-176.jpg,test2024-176.jpg,test2024-176.jpg,3,Street Documentary,auto,Street Documentary,0.9764,Branding & Portrait,0.0194,They are walking on the pavement with their skateboards in hand.,yes,normal,person; person,they are walking on the pavement with their skateboards in hand,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-177.jpg,test2024-177.jpg,test2024-177.jpg,1,Street Documentary,review,Street Documentary,0.5456,Branding & Portrait,0.3174,There is a black and white photo of a chair in a garage.,yes,under,,there is a black and white photo of a chair in a garage,,"{""street_requires_human_context"": true}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-178.jpg,test2024-178.jpg,test2024-178.jpg,3,Street Documentary,review,Street Documentary,0.7668,Other Photography,0.2321,There is a black and white photo of a truck driving down the road.,no,normal,car,there is a black and white photo of a truck driving down the road,,"{""street_boost"": 0.24, ""other_boost"": 0.072, ""nature_demote_other"": 0.0006644725799560547, ""street_requires_human_context"": true}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-179.jpg,test2024-179.jpg,test2024-179.jpg,1,Food & Product,auto,Food & Product,1.0000,Events & Music,0.0000,There is a silver ring with a star design on it.,yes,under,,there is a silver ring with a star design on it,,"{""portrait_demote_product_jewelry"": 7.212162017822266e-06}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-180.jpg,test2024-180.jpg,test2024-180.jpg,1,Food & Product,auto,Food & Product,1.0000,Street Documentary,0.0000,There is a ring with a cross on it on a black surface.,yes,under,,there is a ring with a cross on it on a black surface,,"{""portrait_demote_product_jewelry"": 2.8014183044433594e-06}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-181.jpg,test2024-181.jpg,test2024-181.jpg,1,Food & Product,auto,Food & Product,0.9997,Street Documentary,0.0001,There is a silver chain that is laying on a black surface.,yes,under,,there is a silver chain that is laying on a black surface,,"{""portrait_demote_product_jewelry"": 0.0002161860466003418}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-182.jpg,test2024-182.jpg,test2024-182.jpg,1,Food & Product,auto,Food & Product,0.9994,Events & Music,0.0005,There is a gold ring on a gold chain on a black surface.,yes,under,,there is a gold ring on a gold chain on a black surface,,"{""portrait_demote_product_jewelry"": 0.0002101262410481771}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-183.jpg,test2024-183.jpg,test2024-183.jpg,1,Food & Product,auto,Food & Product,0.9928,Events & Music,0.0060,There is a ring that is sitting on top of a table.,yes,under,,there is a ring that is sitting on top of a table,,"{""portrait_demote_product_jewelry"": 0.0009463628133138021}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-184.jpg,test2024-184.jpg,test2024-184.jpg,1,Food & Product,auto,Food & Product,0.9998,Events & Music,0.0002,There is a bottle of alcohol and a ring on a table.,yes,under,,there is a bottle of alcohol and a ring on a table,,"{""product_boost"": 0.12, ""portrait_demote_product_jewelry"": 0.00015970071156819662}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-185.jpg,test2024-185.jpg,test2024-185.jpg,2,Street Documentary,review,Street Documentary,0.9991,Travel & Architecture,0.0005,Two cans of beer sitting on a ledge in front of a city.,no,normal,,two cans of beer sitting on a ledge in front of a city,,"{""street_boost"": 0.12, ""street_requires_human_context"": true}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-186.jpg,test2024-186.jpg,test2024-186.jpg,2,Food & Product,auto,Food & Product,0.9989,Branding & Portrait,0.0005,Someone is holding a can of beer in their hand near a cactus.,yes,normal,toothbrush,someone is holding a can of beer in their hand near a cactus,,"{""product_boost"": 0.24}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-187.jpg,test2024-187.jpg,test2024-187.jpg,1,Food & Product,review,Food & Product,0.5020,Branding & Portrait,0.4965,There is a person holding a can of soda near a cactus.,yes,normal,,there is a person holding a can of soda near a cactus,,"{""product_boost"": 0.12, ""branding_portrait_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-188.jpg,test2024-188.jpg,test2024-188.jpg,1,Food & Product,auto,Food & Product,0.9810,Events & Music,0.0087,There are two cans of beer sitting on a shelf.,yes,under,,there are two cans of beer sitting on a shelf,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-189.jpg,test2024-189.jpg,test2024-189.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9997,Food & Product,0.0003,Two cans of orange soda sitting on top of a lush green field.,no,normal,,two cans of orange soda sitting on top of a lush green field,,"{""nature_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-190.jpg,test2024-190.jpg,test2024-190.jpg,1,Food & Product,auto,Food & Product,0.9819,Branding & Portrait,0.0066,There are two cans of soda sitting next to each other.,yes,normal,,there are two cans of soda sitting next to each other,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-191.jpg,test2024-191.jpg,test2024-191.jpg,1,Food & Product,auto,Food & Product,1.0000,Events & Music,0.0000,There is a can of mango juice sitting on a table.,yes,normal,,there is a can of mango juice sitting on a table,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-192.jpg,test2024-192.jpg,test2024-192.jpg,2,Food & Product,auto,Food & Product,0.9999,Events & Music,0.0001,There is a can of beer and a pair of scissors on a table.,yes,normal,bottle,there is a can of beer and a pair of scissors on a table,,"{""product_boost"": 0.24}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-193.jpg,test2024-193.jpg,test2024-193.jpg,1,Food & Product,review,Food & Product,0.5001,Branding & Portrait,0.4998,There is a close up of a bicycle handlebar with a can of soda.,no,under,,there is a close up of a bicycle handlebar with a can of soda,,"{""product_boost"": 0.12, ""branding_portrait_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-194.jpg,test2024-194.jpg,test2024-194.jpg,1,Food & Product,auto,Food & Product,0.8457,Events & Music,0.1161,Several cans of beer are lined up in a row on a table.,yes,normal,,several cans of beer are lined up in a row on a table,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-195.jpg,test2024-195.jpg,test2024-195.jpg,1,Food & Product,auto,Food & Product,0.9483,Branding & Portrait,0.0219,There are three skateboards that are lined up on a table.,yes,normal,,there are three skateboards that are lined up on a table,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-196.jpg,test2024-196.jpg,test2024-196.jpg,1,Nature & Landscape,auto,Nature & Landscape,0.9996,Food & Product,0.0004,Several cans of soda sitting on top of a lush green field.,no,under,,several cans of soda sitting on top of a lush green field,,"{""nature_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-197.jpg,test2024-197.jpg,test2024-197.jpg,1,Food & Product,review,Food & Product,0.4997,Branding & Portrait,0.4997,There is a person holding a can of soda in front of an oven.,yes,under,person,there is a person holding a can of soda in front of an oven,,"{""product_boost"": 0.12, ""branding_portrait_boost"": 0.12, ""boosted_low_confidence_review"": ""Food & Product""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-198.jpg,test2024-198.jpg,test2024-198.jpg,2,Food & Product,auto,Food & Product,0.9987,Branding & Portrait,0.0010,Someone holding a can of beer in their hand in a dark room.,yes,normal,person,someone holding a can of beer in their hand in a dark room,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-199.jpg,test2024-199.jpg,test2024-199.jpg,1,Food & Product,auto,Food & Product,0.9575,Events & Music,0.0260,Several cans of drinks are lined up on a shelf.,yes,normal,,several cans of drinks are lined up on a shelf,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-200.jpg,test2024-200.jpg,test2024-200.jpg,2,Food & Product,review,Food & Product,0.5016,Branding & Portrait,0.4983,There is a person holding a can of beer in a refrigerator.,yes,normal,person,there is a person holding a can of beer in a refrigerator,,"{""product_boost"": 0.12, ""branding_portrait_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-201.jpg,test2024-201.jpg,test2024-201.jpg,3,Food & Product,auto,Food & Product,0.9999,Events & Music,0.0001,Three cans of marijuana are lined up on a shelf.,no,normal,book,three cans of marijuana are lined up on a shelf,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-202.jpg,test2024-202.jpg,test2024-202.jpg,2,Food & Product,auto,Food & Product,0.8908,Events & Music,0.0815,Several cans of beer are sitting on a bed of green grass.,no,normal,,several cans of beer are sitting on a bed of green grass,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-203.jpg,test2024-203.jpg,test2024-203.jpg,2,Food & Product,auto,Food & Product,0.9999,Branding & Portrait,0.0000,Someone is holding a can of beer in their hand on a couch.,yes,normal,person,someone is holding a can of beer in their hand on a couch,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-204.jpg,test2024-204.jpg,test2024-204.jpg,3,Food & Product,auto,Food & Product,0.9977,Branding & Portrait,0.0022,Smiling woman sitting at a table holding a can of soda.,yes,normal,person; person,smiling woman sitting at a table holding a can of soda,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-205.jpg,test2024-205.jpg,test2024-205.jpg,2,Food & Product,auto,Food & Product,0.8333,Branding & Portrait,0.0980,Someone is holding two cans of beer in their hands.,no,normal,,someone is holding two cans of beer in their hands,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-206.jpg,test2024-206.jpg,test2024-206.jpg,2,Food & Product,auto,Food & Product,1.0000,Events & Music,0.0000,There is a can of orange juice sitting next to some oranges.,yes,normal,orange,there is a can of orange juice sitting next to some oranges,,"{""product_boost"": 0.24}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-207.jpg,test2024-207.jpg,test2024-207.jpg,3,Food & Product,review,Food & Product,0.6671,Branding & Portrait,0.3328,There is a can of orange juice being held by a person.,yes,normal,orange; orange; orange; orange,there is a can of orange juice being held by a person,,"{""product_boost"": 0.24, ""branding_portrait_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-208.jpg,test2024-208.jpg,test2024-208.jpg,2,Food & Product,auto,Food & Product,1.0000,Branding & Portrait,0.0000,Someone is holding a can of soda in front of a brick wall.,yes,normal,person,someone is holding a can of soda in front of a brick wall,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-209.jpg,test2024-209.jpg,test2024-209.jpg,3,Food & Product,auto,Food & Product,0.9954,Street Documentary,0.0025,There are two people sitting on a bench and one is holding a can.,yes,normal,person; person,there are two people sitting on a bench and one is holding a can,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-210.jpg,test2024-210.jpg,test2024-210.jpg,2,Food & Product,auto,Food & Product,0.9992,Branding & Portrait,0.0004,There is a man and a woman sitting next to each other holding a can of beer.,yes,normal,person,there is a man and a woman sitting next to each other holding a can of beer,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-211.jpg,test2024-211.jpg,test2024-211.jpg,4,Food & Product,auto,Food & Product,0.9990,Street Documentary,0.0005,There is a man sitting on a bench holding a can of soda.,no,normal,person; person,there is a man sitting on a bench holding a can of soda,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-212.jpg,test2024-212.jpg,test2024-212.jpg,3,Street Documentary,review,Street Documentary,0.5009,Food & Product,0.4977,Someone is holding a can of beer in their hand on the sidewalk.,no,normal,person,someone is holding a can of beer in their hand on the sidewalk,,"{""product_boost"": 0.12, ""street_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-213.jpg,test2024-213.jpg,test2024-213.jpg,3,Food & Product,auto,Food & Product,0.9966,Street Documentary,0.0017,There are two people holding a can of beer and laughing.,yes,normal,person; person,there are two people holding a can of beer and laughing,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-214.jpg,test2024-214.jpg,test2024-214.jpg,4,Street Documentary,review,Street Documentary,0.6185,Events & Music,0.1733,There are two cans of soda sitting on a ledge.,no,normal,person; person,there are two cans of soda sitting on a ledge,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-215.jpg,test2024-215.jpg,test2024-215.jpg,3,Street Documentary,auto,Street Documentary,0.9983,Food & Product,0.0011,Someone holding two cans of beer in their hands on a sidewalk.,yes,normal,person; person,someone holding two cans of beer in their hands on a sidewalk,,"{""street_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-216.jpg,test2024-216.jpg,test2024-216.jpg,1,Events & Music,review,Events & Music,0.8000,Branding & Portrait,0.2000,There is a close up of a sound board with a laptop in the background.,yes,under,bottle,there is a close up of a sound board with a laptop in the background,,"{""music_boost"": 0.12, ""product_boost"": 0.12, ""branding_portrait_boost"": 0.12, ""product_demote_music_production"": 0.12004315376281738}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-217.jpg,test2024-217.jpg,test2024-217.jpg,1,Branding & Portrait,auto,Branding & Portrait,0.9947,Events & Music,0.0051,There is a close up of a keyboard and some microphones.,yes,normal,,there is a close up of a keyboard and some microphones,,"{""branding_portrait_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-218.jpg,test2024-218.jpg,test2024-218.jpg,4,Nature & Landscape,auto,Nature & Landscape,0.9902,Branding & Portrait,0.0090,There is a man and a woman holding hands in a field.,no,normal,person; person,there is a man and a woman holding hands in a field,,"{""nature_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-219.jpg,test2024-219.jpg,test2024-219.jpg,3,Wedding Photography,auto,Wedding Photography,0.9612,Nature & Landscape,0.0388,Bride and groom looking at each other in a forest setting.,yes,normal,person; person,bride and groom looking at each other in a forest setting,,"{""nature_boost"": 0.12, ""wedding_boost"": 0.39, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-220.jpg,test2024-220.jpg,test2024-220.jpg,3,Food & Product,auto,Food & Product,0.9962,Branding & Portrait,0.0031,There is a man and a woman standing next to a car.,yes,normal,person; person; dining table,there is a man and a woman standing next to a car,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-221.jpg,test2024-221.jpg,test2024-221.jpg,2,Wedding Photography,auto,Wedding Photography,0.9608,Street Documentary,0.0392,There is a bride sitting in a red sports car with a bouquet.,yes,normal,truck,there is a bride sitting in a red sports car with a bouquet,,"{""street_boost"": 0.12, ""wedding_boost"": 0.39, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-222.jpg,test2024-222.jpg,test2024-222.jpg,2,Branding & Portrait,review,Branding & Portrait,0.5329,Events & Music,0.2092,There is a man and a woman sitting in a red convertible car.,yes,normal,person,there is a man and a woman sitting in a red convertible car,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-223.jpg,test2024-223.jpg,test2024-223.jpg,2,Branding & Portrait,review,Branding & Portrait,0.5933,Street Documentary,0.2249,There is a man and a woman kissing in a car.,yes,normal,person,there is a man and a woman kissing in a car,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-224.jpg,test2024-224.jpg,test2024-224.jpg,2,Wedding Photography,auto,Wedding Photography,0.9608,Nature & Landscape,0.0392,Bride and groom kissing in the back of a red convertible car.,yes,normal,dog,bride and groom kissing in the back of a red convertible car,,"{""nature_boost"": 0.12, ""wedding_boost"": 0.39, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-225.jpg,test2024-225.jpg,test2024-225.jpg,4,Branding & Portrait,auto,Branding & Portrait,0.9119,Events & Music,0.0278,There is a man and a woman posing for a picture with a dog.,no,normal,dog; person; person,there is a man and a woman posing for a picture with a dog,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-226.jpg,test2024-226.jpg,test2024-226.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.8730,Food & Product,0.0392,There is a man and woman posing with a dog in the woods.,yes,normal,person; dog; person,there is a man and woman posing with a dog in the woods,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-227.jpg,test2024-227.jpg,test2024-227.jpg,4,Branding & Portrait,auto,Branding & Portrait,0.8610,Street Documentary,0.0497,There is a man and a woman sitting next to a dog.,no,normal,person; dog; person,there is a man and a woman sitting next to a dog,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-228.jpg,test2024-228.jpg,test2024-228.jpg,3,Branding & Portrait,review,Branding & Portrait,0.7397,Street Documentary,0.1296,There is a man and a woman walking a dog on a leash.,yes,normal,person; person,there is a man and a woman walking a dog on a leash,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-229.jpg,test2024-229.jpg,test2024-229.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.9691,Events & Music,0.0127,There is a man and a woman that are smiling together.,yes,normal,person; person,there is a man and a woman that are smiling together,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-230.jpg,test2024-230.jpg,test2024-230.jpg,1,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,There are two people holding hands with a veil over their shoulders.,yes,normal,,there are two people holding hands with a veil over their shoulders,,"{""wedding_boost"": 0.36, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-231.jpg,test2024-231.jpg,test2024-231.jpg,4,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,There are many people and a dog posing for a picture.,no,normal,person; person; person; person; person; person; person; person; person; person; person; person; person; tie,there are many people and a dog posing for a picture,,"{""wedding_boost"": 0.504, ""wedding_context_signals"": {""context_hits"": 0, ""formal_hits"": 0, ""group_hits"": 1, ""romance_hits"": 0, ""person_count"": 13}, ""wedding_override"": ""context""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-232.jpg,test2024-232.jpg,test2024-232.jpg,4,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,Bride and groom posing with their family in front of a stone wall.,no,normal,person; person; person; person; person; person; tie,bride and groom posing with their family in front of a stone wall,,"{""wedding_boost"": 0.51, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-233.jpg,test2024-233.jpg,test2024-233.jpg,4,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,Bride and groomsmen standing in front of a group of people.,no,normal,person; person; person; person; person; person; tie,bride and groomsmen standing in front of a group of people,,"{""wedding_boost"": 0.51, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-234.jpg,test2024-234.jpg,test2024-234.jpg,4,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,There are three men and a dog posing for a picture.,no,normal,person; person; person; dog; person; tie,there are three men and a dog posing for a picture,,"{""wedding_boost"": 0.504, ""wedding_context_signals"": {""context_hits"": 0, ""formal_hits"": 0, ""group_hits"": 1, ""romance_hits"": 0, ""person_count"": 4}, ""wedding_override"": ""context""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-235.jpg,test2024-235.jpg,test2024-235.jpg,4,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,Bride and grooms holding hands with a dog in front of their wedding party.,no,normal,person; person; person; person; person; person; person; person,bride and grooms holding hands with a dog in front of their wedding party,,"{""wedding_boost"": 0.42, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-236.jpg,test2024-236.jpg,test2024-236.jpg,4,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,There is a group of men in suits and ties posing for a picture.,no,normal,person; person; person; person; person; person; dog; tie; tie,there is a group of men in suits and ties posing for a picture,,"{""wedding_boost"": 0.588, ""wedding_context_signals"": {""context_hits"": 0, ""formal_hits"": 2, ""group_hits"": 2, ""romance_hits"": 0, ""person_count"": 6}, ""wedding_override"": ""context""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-237.jpg,test2024-237.jpg,test2024-237.jpg,4,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,There are a lot of women that are standing together in dresses.,no,normal,person; person; person; person; person; person; person,there are a lot of women that are standing together in dresses,,"{""wedding_boost"": 0.41400000000000003, ""wedding_context_signals"": {""context_hits"": 0, ""formal_hits"": 1, ""group_hits"": 1, ""romance_hits"": 0, ""person_count"": 7}, ""wedding_override"": ""context""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-238.jpg,test2024-238.jpg,test2024-238.jpg,4,Nature & Landscape,auto,Nature & Landscape,0.9418,Branding & Portrait,0.0409,There are two women standing next to each other in a field.,no,normal,person; person,there are two women standing next to each other in a field,,"{""nature_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-239.jpg,test2024-239.jpg,test2024-239.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.8780,Street Documentary,0.0566,There are two men in suits standing next to each other.,yes,normal,person; person; tie; tie,there are two men in suits standing next to each other,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-240.jpg,test2024-240.jpg,test2024-240.jpg,4,Wedding Photography,auto,Wedding Photography,0.9651,Nature & Landscape,0.0349,Bride and groom walking with dog in field with wedding party.,no,normal,person; person; person; person; dog; chair,bride and groom walking with dog in field with wedding party,,"{""nature_boost"": 0.12, ""wedding_boost"": 0.44999999999999996, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-241.jpg,test2024-241.jpg,test2024-241.jpg,4,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,Bride and groom sitting on a bench in a park with trees.,no,normal,person; person; person,bride and groom sitting on a bench in a park with trees,,"{""wedding_boost"": 0.39, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-242.jpg,test2024-242.jpg,test2024-242.jpg,3,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,There is a man in a suit and tie giving a speech.,yes,normal,tie; person; person,there is a man in a suit and tie giving a speech,,"{""wedding_boost"": 0.54, ""wedding_context_signals"": {""context_hits"": 2, ""formal_hits"": 2, ""group_hits"": 0, ""romance_hits"": 0, ""person_count"": 2}, ""wedding_override"": ""context""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-243.jpg,test2024-243.jpg,test2024-243.jpg,2,Events & Music,auto,Events & Music,0.9785,Branding & Portrait,0.0211,There is a woman that is holding a microphone in her hand.,yes,normal,person,there is a woman that is holding a microphone in her hand,,"{""music_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-244.jpg,test2024-244.jpg,test2024-244.jpg,2,Food & Product,auto,Food & Product,0.9996,Events & Music,0.0003,There is a glass jar with some flowers in it on a plate.,yes,normal,pizza,there is a glass jar with some flowers in it on a plate,,"{""product_boost"": 0.24}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-245.jpg,test2024-245.jpg,test2024-245.jpg,4,Events & Music,auto,Events & Music,0.8202,Branding & Portrait,0.1398,There is a woman looking at a picture on a mirror.,no,normal,person; person; person,there is a woman looking at a picture on a mirror,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-246.jpg,test2024-246.jpg,test2024-246.jpg,3,Food & Product,auto,Food & Product,0.9978,Branding & Portrait,0.0015,There is a table with a plate and a plate with a sign on it.,yes,normal,cup; dining table; sandwich,there is a table with a plate and a plate with a sign on it,,"{""product_boost"": 0.24}"
